,Name,pitch,length,intensity,slope,duration,sum
0,StewartBrand_2006_40,-3.2011086515531,0.24,-0.773792658441288,-0.214901374301503,0.71445702592561,-3.47534565837028
1,StewartBrand_2006_20,-2.97126433575789,0.45,2.14441934559698,-0.057338359708044,-0.224607897023477,-1.10879124689243
2,StewartBrand_2006_27,-2.43277193875197,0.13,-0.921981992110651,-0.197634194620028,-0.443379456476604,-3.99576758195926
3,StewartBrand_2006_143,-2.18760466857042,0.41,4.49595763074873,-0.115923433627334,-0.341191278827905,1.85123824972307
4,StewartBrand_2006_38,-2.15258077283019,0.74,-0.967270028319083,-0.921930713759037,0.748223554192137,-3.29355796071618
5,StewartBrand_2006_39,-2.15258077283019,0.74,-0.967270028319083,-0.921930713759037,0.748223554192137,-3.29355796071618
6,StewartBrand_2006_47,-2.05407606606082,0.15,-1.12635142132971,-1.19758890367401,-1.04282419249236,-5.42084058355691
7,StewartBrand_2006_164,-2.02124116380436,0.33,1.2211739998542,-0.542052760766589,0.208492257637183,-1.13362766707957
8,StewartBrand_2006_72,-1.9884062615479,0.68,-1.17106619125703,-1.0079582696721,1.08677742970652,-3.0806532927705
9,StewartBrand_2006_134,-1.89209054826229,0.19,0.683163595023649,-0.592312587339454,0.064184778940238,-1.73705476163786
10,StewartBrand_2006_171,-1.83736571116819,0.61,-0.818220795228041,-1.12790349995949,0.905149051346574,-2.87834095500915
11,StewartBrand_2006_168,-1.6972701282073,0.13,4.30677975797933,1.20624918198274,-1.19566216254085,2.62009664921392
12,StewartBrand_2006_69,-1.60314340840546,0.56,1.36162423872845,0.163743208713696,-0.329461853219533,-0.407237814182844
13,StewartBrand_2006_203,-1.50026071466855,0.21,-0.787551049188154,0.443101508560415,0.308903249587644,-1.53580700570865
14,StewartBrand_2006_53,-1.46961480589586,0.17,-0.845737576721772,-0.412240570661216,0.237104947378819,-2.49048800590003
15,StewartBrand_2006_217,-1.41051198183423,0.74,-0.759461001413303,0.242678887257582,-0.055775255690844,-1.9830693516808
16,StewartBrand_2006_181,-1.33608620338626,0.54,-1.07131785834225,-1.01381677706403,0.709480905970543,-2.711739932822
17,StewartBrand_2006_142,-1.15221075075009,0.74,-0.874974157058861,0.658016227095915,-0.706580658385688,-2.07574933909873
18,StewartBrand_2006_34,-1.03838308959437,0.31,-0.805322303902855,-0.352422126764678,0.631107016678237,-1.56502050358367
19,StewartBrand_2006_51,-0.990225232951568,0.25,-1.03147585180446,-0.879379449543974,0.186277436409205,-2.71480309789079
20,StewartBrand_2006_179,-0.948634356760051,0.6,-0.804175771340616,-0.84577011766396,0.891997877179611,-1.70658236858502
21,StewartBrand_2006_103,-0.880775558763373,0.41,0.848550917126593,0.220169885172802,-0.221586681336472,-0.03364143780045
22,StewartBrand_2006_28,-0.858885623925732,0.73,-0.936027015998076,-0.145832655575603,0.491242502226887,-1.44950279327252
23,StewartBrand_2006_65,-0.854507636958205,0.26,-0.832265819115466,-0.324979644770905,0.651900089347624,-1.35985301149695
24,StewartBrand_2006_52,-0.836995689088094,0.3,-0.890738979789644,-0.402990295831854,0.813801706457129,-1.31692325825246
25,StewartBrand_2006_149,-0.812916760766692,0.14,4.12190138231833,1.48283239938065,-1.24186899069505,3.54994803023724
26,StewartBrand_2006_163,-0.729735008383661,0.53,-1.30377733533617,-1.08257715329562,1.38960987268632,-1.72647962432912
27,StewartBrand_2006_208,-0.710034067029789,0.39,-1.0624322309849,-0.711641132638218,0.439348679838331,-2.04475875081458
28,StewartBrand_2006_169,-0.661876210386983,0.64,-0.888445914665167,-0.022804000345095,-0.792774164750243,-2.36590029014749
29,StewartBrand_2006_191,-0.523969620909856,0.51,-0.76290059910002,-0.584604024981652,-0.706936095525336,-2.57841034051686
30,StewartBrand_2006_151,-0.513024653491037,0.48,2.77959838507727,-0.613279876952673,-0.010101583246121,1.64319227138744
31,StewartBrand_2006_62,-0.475811764267051,0.78,1.11053360759816,0.100224654885414,0.227508144608332,0.962454642824852
32,StewartBrand_2006_84,-0.475811764267051,0.4,1.64854401242871,-1.59535072133656,0.275136721321117,-0.147481751853784
33,StewartBrand_2006_202,-0.407952966270369,0.39,-1.16877312613255,0.833463106359472,-0.120820252246364,-0.86408323828981
34,StewartBrand_2006_159_1,-0.388252024916496,0.16,-1.31466939467744,-0.748950574449976,-0.42969512660017,-2.88156712064408
35,StewartBrand_2006_174,-0.37949605098144,0.53,0.576536066735442,0.418434109015451,0.380346114656821,0.995820239426274
36,StewartBrand_2006_22,-0.37949605098144,0.57,0.677144299071895,0.86768912322811,-0.40552540110413,0.759811970214436
37,StewartBrand_2006_5,-0.357606116143802,0.34,-0.72477839140558,1.31817750741802,-0.906869486577138,-0.671076486708503
38,StewartBrand_2006_135,-0.335716181306161,0.28,1.70071124401057,-1.83739957937152,1.55008974123723,1.07768522457013
39,StewartBrand_2006_147,-0.289747318147121,0.44,0.532107929948689,0.853505368489756,-0.336392877442662,0.759473102848661
40,StewartBrand_2006_37,-0.276613357244537,0.4,-1.02029715932263,-3.53667506552523,0.202627544832997,-4.6309580372594
41,StewartBrand_2006_108,-0.270046376793245,0.33,0.885813225399354,-0.234943636431786,0.269272008516931,0.650095220691254
42,StewartBrand_2006_104,-0.248156441955607,0.38,0.761414442396446,-0.585220709970276,-0.273480503725028,-0.345443213254466
43,StewartBrand_2006_17,-0.237211474536785,0.52,-0.811628232995168,-0.020953945379223,-0.130061617877202,-1.19985527078838
44,StewartBrand_2006_99,-0.213132546215382,0.35,0.944286386073532,0.408567149197465,-0.501848865948643,0.637872123106972
45,StewartBrand_2006_95,-0.195620598345272,0.53,-0.915676063018338,-1.17415487410629,0.622754243896517,-1.66269729157339
46,StewartBrand_2006_11,-0.108060858994718,0.3,-0.744556078104199,-1.10909460780645,-0.476079673324188,-2.43779121822956
47,StewartBrand_2006_91,-0.073036963254493,0.18,1.13289099256181,1.159072780353,-0.748699959433935,1.47022685022638
48,StewartBrand_2006_29,-0.044580047965564,0.42,0.864889006138496,-0.117156803604582,0.779857459620778,1.48300961418913
49,StewartBrand_2006_110,-0.042391054481799,0.26,1.29627188268084,0.957416789072917,-0.834715747228665,1.37658187004329
50,StewartBrand_2006_67,-0.033635080546745,0.28,-0.766340196786736,0.914557182363542,-0.729861791032609,-0.615279886002548
51,StewartBrand_2006_123,-0.018312126160396,0.25,0.54987918466339,-1.19789724616832,1.84012644718971,1.17379625952438
52,StewartBrand_2006_167,0.018900763063591,0.38,-0.901057772849793,-0.279961640601345,0.41891104430859,-0.743207606078957
